basin;code;name;latitude;longitude;elevation;comid;river;location1;location2;alert
CATAMAYO;H0622;Malacatus en Malacatus;-4.217564522;-79.25339787;1657;9039213;Malacatos;Loja;Loja;R0
JUBONES;H0625;ALAMOR EN PTE.MERCADILLO;-4.032916;-80.009334;1080;9038824;Malatanga;Loja;Saraguro;R0
CATAMAYO;H0626;MACARA EN PTE. INTERNACIONAL;-4.392305;-79.963528;435;9039887;Macara;Loja;Macara;R0
CATAMAYO;H0628;CATAMAYO DJ GUAYABAL;-4.007083;-79.412077;1120;9038261;Catamayo;Loja;Catamayo;R0
AGUARICO;H0682;Due AJ Aguarico;0.027777778;-77.39045016;0;9023501;Due;Sucumbios;Gonzalo Pizarro;R0
NAPO;H0712;AZUELA AJ SAN PEDRO;0.081250006;-77.91227714;3417;9023426;Azuela;Sucumbios;Gonzalo Pizarro;R0
NAPO;H0714;COCA EN SAN RAFAEL;-0.101167;-77.578667;1160;9024121;Quijos;Napo;El Chaco;R0
NAPO;H0715;QUIJOS AJ BOMBON;-0.285;-77.747917;1380;9024502;Quijos;Napo;El Chaco;R0
NAPO;H0718;QUIJOS EN BAEZA;-0.456251;-77.885416;1770;9024983;Quijos;Napo;Quijos;R0
NAPO;H0719;QUIJOS DJ OYACACHI;-0.30616;-77.770326;1490;9024502;Quijos;Napo;El Chaco;R0
NAPO;H0720;MISAHUALLI EN COTUNDO;-0.84625;-77.79875;800;9026643;Misahualli;Napo;Archidona;R0
NAPO;H0721;JATUNYACU DJ ILOCULIN;-1.087917;-77.918865;570;9027000;Jatunyacu;Napo;Tena;R0
NAPO;H0722;YANAHURCO DJ VALLE;-0.694175;-78.283325;3590;9025708;Valle;Napo;Archidona;R0
NAPO;H0723;BORJA AJ QUIJOS;-0.437916661;-77.81875001;1620;9024980;Borja;Napo;Quijos;R0
NAPO;H0726;Coca AJ Malo;-0.152083327;-77.63208334;1250;9024121;Quijos;Napo;El Chaco;R0
NAPO;H0729;OYACACHI AJ QUIJOS;-0.32541666;-77.81041667;1520;9024515;Oyacachi;Napo;El Chaco;R0
NAPO;H0731;COSANGA AJ QUIJOS;-0.469583;-77.85875;1740;9025492;Cosanga;Napo;Quijos;R0
NAPO;H0733;QUIJOS AJ BORJA;-0.407083;-77.829166;1635;9024860;Quijos;Napo;Quijos;R0
NAPO;H0735;COCA EN CODO SINCLAIR;-0.197083327;-77.68375001;0;9024121;Quijos;Napo;El Chaco;R0
PASTAZA;H0764;CALAMACA DJ Q.HUARCUSACHA;-1.246389;-78.826111;3440;9027651;Calamaca;Tungurahua;Ambato;R0
PASTAZA;H0772;PUMACUNCHI EN H.PATOCOCHA;-0.870142768;-78.63125001;2650;9026501;Pumacunchi;Cotopaxi;Latacunga;R0
PASTAZA;H0773;ALAQUEZ AJ CUTUCHI(COL.S.RODR);-0.902083327;-78.62458334;2700;9026346;Alaquez;Cotopaxi;Latacunga;R0
PASTAZA;H0774;CUTUCHI EN LATACUNGA;-0.936249994;-78.61791667;2590;9026502;Cutuchi;Cotopaxi;Latacunga;R0
PASTAZA;H0775;PUMACUNCHI EN LATACUNGA;-0.896839789;-78.63125001;2600;9026501;Pumacunchi;Cotopaxi;Latacunga;R0
NAPO;H0776;CUNUYACU EN LATACUNGA;-0.929801355;-78.61980137;2585;9026442;Yanayacu;Cotopaxi;Latacunga;R0
PASTAZA;H0781;VERDE AJ PASTAZA;-1.400416;-78.29875;1495;9028088;Verde;Tungurahua;Banos De Agua Santa;R0
PASTAZA;H0783;OZOGOCHE EN LOS LAGOS;-2.251111;-78.6;3756;9031172;Osogoche;Chimborazo;Alausi;R0
PASTAZA;H0785;CHIBUNGA EN CALPI;-1.651508516;-78.75067519;3020;9029223;Chibunga;Chimborazo;Riobamba;R0
PASTAZA;H0786;GUAMOTE AJ CEBADAS;-1.877917;-78.634222;2840;9030020;Guamote;Chimborazo;Guamote;R0
PASTAZA;H0787;ALAO EN HDA.ALAO;-1.877083;-78.511765;3200;9029868;Alao;Chimborazo;Riobamba;R0
PASTAZA;H0788;PUELA AJ CHAMBO;-1.512222;-78.474722;2475;9028651;Puela;Chimborazo;Penipe;R0
PASTAZA;H0789;GUARGUALLA AJ CEBADAS;-1.869583;-78.60625;2828;9030110;Huargualla;Chimborazo;Guamote;R0
PASTAZA;H0790;CEBADAS AJ GUAMOTE;-1.89625;-78.640417;2840;9030588;Cebadas;Chimborazo;Guamote;R0
PASTAZA;H0791;BALSACON EN SAN ANDRES;-1.572522;-78.714584;3112;9028882;Guano;Chimborazo;Guano;R0
PASTAZA;H0792;CUTUCHI AJ YANAYACU;-1.064583;-78.602917;2582;9026971;Cutuchi;Cotopaxi;Salcedo;R0
PASTAZA;H0793;NAGSICHE PLTA.ELEC.CUSUBAMBA;-1.064454;-78.691954;2962;9026947;Nagsiche;Cotopaxi;Salcedo;R0
PASTAZA;H0795;NEGRO AJ PUMACUNCHI;-0.77791666;-78.69091707;3060;9026501;Pumacunchi;Cotopaxi;Latacunga;R0
PASTAZA;H0796;YANAYACU EN PTE.PUCARA;-1.083749993;-78.45875001;3095;9027022;Yanayacu;Tungurahua;Santiago De Pillaro;R0
PASTAZA;H0797;PANSACHI EN HDA.BAYOS;-0.810278;-78.464444;3574;9026111;Tulugchi;Cotopaxi;Latacunga;R0
PASTAZA;H0798;PASTAZA AJ ENCANTO;-1.427917;-78.177917;1150;9029024;Pastaza;Tungurahua;Banos De Agua Santa;R0
PASTAZA;H0800;PASTAZA EN BANOS;-1.39375;-78.424583;1841;9028091;Pastaza;Tungurahua;Banos De Agua Santa;R0
PASTAZA;H0801;AMBATO EN AMBATO;-1.261249993;-78.66264691;2680;9027591;Ambato;Tungurahua;Ambato;R0
PASTAZA;H0817;PATATE DJ AMBATO;-1.234651;-78.536184;2243;9028087;Patate;Tungurahua;Santiago De Pillaro;R0
PASTAZA;H0839;MUYO  AJ PASTAZA;-1.368585696;-78.40275238;1700;9028041;Verde Chico;Tungurahua;Banos De Agua Santa;R0
PASTAZA;H0854;CUTUCHI EN CASPI;-0.74375;-78.607083;2930;9025994;Cutuchi;Cotopaxi;Latacunga;R0
PASTAZA;H0857;ILLUCHI AJ CUTUCHI (CVA AMBATO);-0.982917;-78.602083;2712;9026657;Lluchi;Cotopaxi;Latacunga;R0
PASTAZA;H0860;AMBATO EN MARCOPAMBA;-1.28291666;-78.74125001;2960;9027661;Ambato;Tungurahua;Ambato;R0
PASTAZA;H0863;ALAQUEZ EN PUENTE (LAIGUA);-0.860503558;-78.60717024;0;9026346;Alaquez;Cotopaxi;Latacunga;R0
SANTIAGO;H0881;BOMBOIZA AJ ZAMORA;-3.415206;-78.496036;549;9035769;Bomboiza;Morona Santiago;Gualaquiza;R0
SANTIAGO;H0883;TUTANANGOSA EN SUCUA;-2.46541666;-78.17625001;1572;9032142;Tutanangosa;Morona Santiago;Sucua;R0
SANTIAGO;H0884;ZAMORA AJ BOMBOIZA;-3.413089;-78.480244;548;9036156;Zamora;Morona Santiago;Gualaquiza;R0
SANTIAGO;H0885;NANGARITZA AJ ZAMORA;-3.919594;-78.680417;870;9038185;Nangaritza;Zamora Chinchipe;Paquisha;R0
SANTIAGO;H0886;SABANILLA AJ ZAMORA;-4.037917;-79.008747;1080;9038539;Sabanilla;Zamora Chinchipe;Zamora;R0
SANTIAGO;H0887;YACUAMBI AJ ZAMORA;-3.915418;-78.849481;961;9037867;Yacuambi;Zamora Chinchipe;Zamora;R0
SANTIAGO;H0888;ZAMORA DJ S.FRANCISCO;-3.955417;-79.027917;1590;9038312;Zamora;Zamora Chinchipe;Zamora;R0
SANTIAGO;H0889;ZAMORA DJ SABANILLA (EN ZAMORA);-4.06375;-78.95125;902;9038463;Zamora;Zamora Chinchipe;Zamora;R0
SANTIAGO;H0890;ZAMORA D.J. NANGARITZA;-3.764583;-78.64125;890;9037137;Zamora;Zamora Chinchipe;Yantzaza;R0
SANTIAGO;H0892;MAZAR AJ PAUTE;-2.57375;-78.64625;2126;9032447;Mazar;Canar;Azogues;R0
SANTIAGO;H0893;YANUNCAY AJ TARQUI;-2.914128138;-79.01170519;2500;9033988;Yanuncay;Azuay;Cuenca;R0
SANTIAGO;H0894;PAUTE EN PAUTE(DJ GUALACEO);-2.761291;-78.739625;2104;9033441;Paute;Azuay;Paute;R0
SANTIAGO;H0895;TOMEBAMBA EN MONAY;-2.896224;-78.967885;2353;9033646;Tomebamba;Azuay;Cuenca;R0
SANTIAGO;H0896;MATADERO EN SAYAUSI;-2.878003;-79.068664;2602;9033645;Tomebamba;Azuay;Cuenca;R0
SANTIAGO;H0899;SAN FRANCISCO EN GUALACEO;-2.895417;-78.77125;2400;9033647;San Francisco;Azuay;Gualaceo;R0
SANTIAGO;H0900;PAUTE AJ DUDAS;-2.689604;-78.624579;2000;9032911;Paute;Azuay;Sevilla De Oro;R0
SANTIAGO;H0901;CANAL SAYMIRIN;-2.760306332;-79.01208334;2900;9033537;Machangara;Azuay;Cuenca;R0
SANTIAGO;H0902;DUDAS EN PINDILIG;-2.62875;-78.670417;2450;9032588;Dudas;Canar;Azogues;R0
SANTIAGO;H0905;MACHANGARA AJ CHULCO;-2.736424581;-79.00375001;2915;9033537;Machangara;Azuay;Cuenca;R0
SANTIAGO;H0906;JUVAL AJ PAUTE;-2.478749993;-78.60291667;1950;9032294;Juval;Canar;Azogues;R0
SANTIAGO;H0907;NAMANGOZA DJ UPANO;-2.762083;-78.270417;410;9033249;Namangoza;Morona Santiago;Santiago;R0
SANTIAGO;H0908;UPANO DJ. TUTAMANGOZA;-2.63625;-78.19625;559;9032761;Upano;Morona Santiago;Logrono;R0
SANTIAGO;H0909;PAUTE AJ UPANO;-2.754583326;-78.28125001;413;9033058;Namangoza;Morona Santiago;Santiago;R0
SANTIAGO;H0912;YACUAMBI EN LA PAZ;-3.730417;-78.885963;958;9037205;Yacuambi;Zamora Chinchipe;Yacuambi;R0
SANTIAGO;H0913;PALMIRA AJ PAUTE;-2.489583326;-78.53875001;1910;9032324;Palmira;Canar;Azogues;R0
SANTIAGO;H0917;PAUTE DJ LLAVIRCAY;-2.644444444;-78.61708334;0;9032911;Paute;Azuay;Sevilla De Oro;R0
SANTIAGO;H0918;PAUTE AJ CARDENILLO;-2.572083327;-78.48458334;1130;9032557;Paute;Azuay;Sevilla De Oro;R0
SANTIAGO;H0927;CHUCHUMBLETZA AJ ZAMORA;-3.537083326;-78.53375001;850;9036525;Chuchumbletza;Zamora Chinchipe;El Pangui;R0
SANTIAGO;H0929;COLLAY AJ PAUTE;-2.737538;-78.644124;2110;9033472;Collay;Azuay;Sevilla De Oro;R0
SANTIAGO;H0931;GUALACEO AJ PAUTE;-2.867917;-78.77125;2148;9033577;Gualaceo;Azuay;Gualaceo;R0
SANTIAGO;H0932;BURGAY AJ DELEG;-2.82159;-78.874918;2240;9033331;Burgay;Azuay;Paute;R0
SANTIAGO;H0942;TARQUI DJ SHUCAY;-2.950661;-79.046494;2510;9033821;Tarqui;Azuay;Cuenca;R0
PASTAZA;H0947;ALAQUEZ DJ BARRANCAS TOLUGCHE;-0.831107617;-78.54860763;3205;9026346;Alaquez;Cotopaxi;Latacunga;R0
PASTAZA;H0954;CUTUCHI EN LASSO(DSF.ILESA);-0.75541666;-78.60791667;2780;9025994;Cutuchi;Cotopaxi;Latacunga;R0
PASTAZA;H0961;CUTUCHI CA S.A.DE CALLO;-0.73921634;-78.60254968;2820;9025994;Cutuchi;Cotopaxi;Latacunga;R0
CHINCHIPE;H0966;MAYO AJ QDA.ZUMBAYACU;-4.87375;-79.087083;0;9042283;Mayo;Zamora Chinchipe;Chinchipe;R0
Portoviejo;H1081;PORTOVIEJO EN PICOAZA;-1.027083;-80.479582;48;9027275;Portoviejo;Manabi;Portoviejo;R0
CHIRA;H1098;PISCOBAMBA EN MOYOCOCHA;-4.29375;-79.272083;1490;9039727;Piscobamba;Loja;Loja;R0
Esmeraldas;H1101;PACHIJAL A.J. GUAYLLABAMBA;0.164583;-78.93625;520;9023424;Pachijal;Pichincha;Distrito Metropolitano De Quito;R0
Esmeraldas;H1102;CAONI A.J. BLANCO;0.120417;-79.254583;140;9023158;Caoni;Pichincha;Puerto Quito;R0
ESMERALDAS;H1118;QUININDE EN MATAMBA;0.082917;-79.597178;105;9023250;Quininde;Esmeraldas;Quininde;R0
JUBONES;H1119;RIRCAY D.J. GIRAN;-3.25125;-79.214173;1110;9035149;Rircay;Azuay;Giron;R0
ARENILLAS;H1120;RASPA EN ASERRIO;-3.399583;-79.807083;80;9035869;San Agustin;El Oro;Pasaje;R0
CARCHI;H1125;CHALPATAN;0.732778;-77.802778;3268;9021237;Chalpatan;Carchi;Tulcan;R0
NAPO;H1133;AGUARICO EN NUEVA LOJA (LA GABARRA);0.042336;-76.809003;299;9023597;Aguarico;Sucumbios;Lago Agrio;R0
NAPO;H1134;COCA EN SAN SEBASTIAN;-0.342083;-77.007083;320;9024789;Coca;Orellana;La Joya De Los Sachas;R0
NAPO;H1135;NAPO EN FRANCISCO DE ORELLANA;-0.473256;-76.979088;330;9025044;Napo;Orellana;Orellana;R0
NAPO;H1136;NAPO EN NUEVO ROCAFUERTE;-0.918551;-75.397282;180;9026410;Napo;Orellana;Aguarico;R0
CAYAPAS;H1139;SANTIAGO EN PTE. CARRETERA;1.072083;-78.901561;9;9020332;Santiago;Esmeraldas;Eloy Alfaro;R0
CAYAPAS;H1140;CAYAPAS EN PTE. CARRETERA;1.057577;-78.984583;10;9020565;Cayapas;Esmeraldas;Eloy Alfaro;R0
CHIRA;H1142;CATAMAYO EN PTE. VICIN;-4.269275;-80.105416;257;9039410;Catamayo;Loja;Zapotillo;R0
PASTAZA;H1143;AMBATO EN MANZANAHUAICO;-1.279583;-78.760854;3150;9027661;Ambato;Tungurahua;Ambato;R0
SANTIAGO;H1146;ZAMORA EN PUENTE JIMBILLA;-3.862083;-79.190881;2381;9037783;Zamora;Loja;Loja;R0
SANTIAGO;H1149;SANTIAGO EN BATALLON SANTIAGO;-3.052917;-78.012856;420;9034237;Santiago;Morona Santiago;Tiwintza;R0
ZARUMILLA;H5007;ZARUMILLA EN CARCABON;-3.625833;-80.19;40;9036652;Zarumilla;El Oro;Arenillas;R0
BALAO;H0506;PAGUA AJ BONITO(AJ SIETE);-3.084735;-79.780265;30;9034353;Pagua;El Oro;El Guabo;R0
ESMERALDAS;H0165;TOACHI AJ ALLURIQUIN;-0.318333;-78.9875;850;9024505;Toachi;Santo Domingo De Los Tsachilas;Santo Domingo De Los Tsachilas;R0
PASTAZA;H0826;CHAMBO EN HAD.CAHUAJI;-1.455833;-78.5075;2295;9028483;Chambo;Chimborazo;Penipe;R0
ESMERALDAS;H0152;LA CHIMBA EN OLMEDO;0.154452;-77.993079;3096;9023321;La Chimba;Pichincha;Cayambe;R0
GUAYAS;H0392;JUNQUILLO DD VERNASA;-1.682083;-79.802917;25;9029256;Vinces;Los Rios;Vinces;R0
JAMA;H0210;BRICENO EN BOTADERO;-0.525417;-80.351164;15;9025255;Briceno;Manabi;San Vicente;R0
GUAYAS;H0400;PEDRO CARBO EN PEDRO CARBO;-1.81875;-80.227083;65;9029670;Pedro Carbo;Guayas;Pedro Carbo;R0
GUAYAS;H0418;SUQUIBI AJ NAVES;-1.284583;-79.319583;0;9027762;Suquibi;Bolivar;Las Naves;R0
JUBONES;H0533;Jubones en Pte. Iberia;-3.266249993;-79.88625001;12;9035322;Jubones;El Oro;Machala;R0
;H0534;;;;;;;;;
;H0540;;;;;;;;;
;H0717;;;;;;;;;
NAPO;H0728;SALADO AJ COCA(AJ GUAYTARINGO);-0.196249994;-77.70125001;1480;9024126;Salado;Napo;El Chaco;R0
;H0911;;;;;;;;;
Esmeraldas;H1103;MULAUTE D.J. COCANIGUAS;-0.137917;-79.115417;520;9023944;Meme Grande;Santo Domingo;Santo Domingo;R0
Taura;H1141;BULUBULU ANTES DEL BY-PASS;-2.346586;-79.356747;40;9031564;Bulubulu;Guayas;El Triunfo;R0
